reference,part,source_assembly,source_reference,selection_status
SYS__LEFT_C_WINDOW,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,LEFT_C_WINDOW,candidate_not_procurement_qualified
SYS__RIGHT_U_WINDOW,TPS3700DDCR,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_U_WINDOW,candidate_not_procurement_qualified
SYS__RIGHT_R_SOURCE_UV_TOP,TNPW0603102KBYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_SOURCE_UV_TOP,candidate_not_procurement_qualified
SYS__RIGHT_R_SOURCE_UV_BOTTOM,TNPW060310K0BYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_SOURCE_UV_BOTTOM,candidate_not_procurement_qualified
SYS__RIGHT_R_SOURCE_OV_TOP,TNPW0603130KBYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_SOURCE_OV_TOP,candidate_not_procurement_qualified
SYS__RIGHT_R_SOURCE_OV_BOTTOM,TNPW060310K0BYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_SOURCE_OV_BOTTOM,candidate_not_procurement_qualified
SYS__RIGHT_R_WINDOW_PULLUP,TNPW060310K0BYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_WINDOW_PULLUP,candidate_not_procurement_qualified
SYS__RIGHT_C_WINDOW,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_C_WINDOW,candidate_not_procurement_qualified
SYS__U_MONITOR_START,TPS3808G33DBVR,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,U_MONITOR_START,candidate_not_procurement_qualified
SYS__R_MONITOR_START,TNPW0603100KBYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_MONITOR_START,candidate_not_procurement_qualified
SYS__C_MONITOR_START,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_MONITOR_START,candidate_not_procurement_qualified
SYS__U_MONITOR_RX,SN74AUP1T50DCKR,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,U_MONITOR_RX,candidate_not_procurement_qualified
SYS__R_MONITOR_RX_OFF,TNPW0603220KBYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_MONITOR_RX_OFF,candidate_not_procurement_qualified
SYS__C_MONITOR_RX,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_MONITOR_RX,candidate_not_procurement_qualified
SYS__R_SEQUENCE_OFF,TNPW060310K0BYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_SEQUENCE_OFF,candidate_not_procurement_qualified
SYS__D_STOP_REVERSE,BAS116,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,D_STOP_REVERSE,ordering_suffix_pending
SYS__R_STOP_INPUT_BLEED,TNPW0603100KBYEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_STOP_INPUT_BLEED,candidate_not_procurement_qualified
SYS__C_STOP_IN_HF,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_STOP_IN_HF,candidate_not_procurement_qualified
SYS__U_LOGIC_PROTECT,TPS26601RHFR,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,U_LOGIC_PROTECT,candidate_not_procurement_qualified
SYS__R_LOGIC_UV_TOP,TNPW060340K2BEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_LOGIC_UV_TOP,candidate_not_procurement_qualified
SYS__R_LOGIC_UV_BOTTOM,TNPW060310K0BEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_LOGIC_UV_BOTTOM,candidate_not_procurement_qualified
SYS__R_LOGIC_OV_TOP,TNPW0603124KBEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_LOGIC_OV_TOP,candidate_not_procurement_qualified
SYS__R_LOGIC_OV_BOTTOM,TNPW060310K0BEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_LOGIC_OV_BOTTOM,candidate_not_procurement_qualified
SYS__R_LOGIC_ILIM,TNPW0603118KBEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_LOGIC_ILIM,candidate_not_procurement_qualified
SYS__R_LOGIC_INPUT_BLEED,TNPW0603100KBEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,R_LOGIC_INPUT_BLEED,candidate_not_procurement_qualified
SYS__C_LOGIC_PROTECT_IN_1,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_LOGIC_PROTECT_IN_1,candidate_not_procurement_qualified
SYS__C_LOGIC_PROTECT_IN_2,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_LOGIC_PROTECT_IN_2,candidate_not_procurement_qualified
SYS__C_LOGIC_PROTECT_OUT_1,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_LOGIC_PROTECT_OUT_1,candidate_not_procurement_qualified
SYS__C_LOGIC_PROTECT_OUT_2,GRM31C5C1H104JA01L,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_LOGIC_PROTECT_OUT_2,candidate_not_procurement_qualified
SYS__U_LOGIC_LDO,TPS70933DRVR,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,U_LOGIC_LDO,candidate_not_procurement_qualified
SYS__C_LOGIC_LDO_OUT,T520A226M010ATE080,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,C_LOGIC_LDO_OUT,candidate_not_procurement_qualified
SYS__LEFT_U_REGULATOR,D42V110F5,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,LEFT_U_REGULATOR,candidate_not_procurement_qualified
SYS__RIGHT_U_REGULATOR,D42V110F5,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_U_REGULATOR,candidate_not_procurement_qualified
SYS__LEFT_R_DISCHARGE_1,CRCW1206360RFKEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,LEFT_R_DISCHARGE_1,candidate_not_procurement_qualified
SYS__LEFT_R_DISCHARGE_2,CRCW1206360RFKEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,LEFT_R_DISCHARGE_2,candidate_not_procurement_qualified
SYS__RIGHT_R_DISCHARGE_1,CRCW1206360RFKEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_DISCHARGE_1,candidate_not_procurement_qualified
SYS__RIGHT_R_DISCHARGE_2,CRCW1206360RFKEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_DISCHARGE_2,candidate_not_procurement_qualified
SYS__LEFT_R_REG_EN_PD,TNPW06032K21BEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,LEFT_R_REG_EN_PD,candidate_not_procurement_qualified
SYS__LEFT_R_REG_EN_SER,TNPW0603100RBEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,LEFT_R_REG_EN_SER,candidate_not_procurement_qualified
SYS__RIGHT_R_REG_EN_PD,TNPW06032K21BEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_REG_EN_PD,candidate_not_procurement_qualified
SYS__RIGHT_R_REG_EN_SER,TNPW0603100RBEEA,schematics/power/servo_power_pololu_discharge_candidate_v1/assembly.json,RIGHT_R_REG_EN_SER,candidate_not_procurement_qualified
SYS__R_LOGIC_SHDN_PD,TNPW060310K0BEEA,schematics/power/logic_predischarge_inhibit_candidate.json,PD,candidate_not_procurement_qualified
SYS__R_LOGIC_SHDN_SER,TNPW06031K00BEEA,schematics/power/logic_predischarge_inhibit_candidate.json,SER,candidate_not_procurement_qualified
SYS__U_AUX_START_ISO,ISO7710FDR,schematics/power/aux_start_isolator_candidate.json,SYS__U_AUX_START_ISO,candidate_not_procurement_qualified
SYS__C_AUX_ISO_PRIMARY,GRM31C5C1H104JA01L,schematics/power/aux_start_isolator_candidate.json,SYS__C_AUX_ISO_PRIMARY,candidate_not_procurement_qualified
SYS__C_AUX_ISO_SECONDARY,GRM31C5C1H104JA01L,schematics/power/aux_start_isolator_candidate.json,SYS__C_AUX_ISO_SECONDARY,candidate_not_procurement_qualified
SYS__R_STOP_INPUT_0,TNPW12061K50BEEA,schematics/power/stop_feed_candidate.json,parallel_0,candidate_not_procurement_qualified
SYS__R_STOP_INPUT_1,TNPW12061K50BEEA,schematics/power/stop_feed_candidate.json,parallel_1,candidate_not_procurement_qualified
TAB5__U_PROTECT,TPS26601RHFR,schematics/power/tab5_input_branch_candidate.json,TAB5__U_PROTECT,candidate_not_procurement_qualified
TAB5__R_UV_TOP,TNPW060360K4BEEA,schematics/power/tab5_input_branch_candidate.json,TAB5__R_UV_TOP,candidate_not_procurement_qualified
TAB5__R_UV_BOTTOM,TNPW060310K0BEEA,schematics/power/tab5_input_branch_candidate.json,TAB5__R_UV_BOTTOM,candidate_not_procurement_qualified
TAB5__R_OV_TOP,TNPW0603124KBEEA,schematics/power/tab5_input_branch_candidate.json,TAB5__R_OV_TOP,candidate_not_procurement_qualified
TAB5__R_OV_BOTTOM,TNPW060310K0BEEA,schematics/power/tab5_input_branch_candidate.json,TAB5__R_OV_BOTTOM,candidate_not_procurement_qualified
TAB5__R_ILIM,,schematics/power/tab5_input_branch_candidate.json,TAB5__R_ILIM,missing
TAB5__C_PROTECT_IN_1,GRM31C5C1H104JA01L,schematics/power/tab5_input_branch_candidate.json,TAB5__C_PROTECT_IN_1,candidate_not_procurement_qualified
TAB5__C_PROTECT_IN_2,GRM31C5C1H104JA01L,schematics/power/tab5_input_branch_candidate.json,TAB5__C_PROTECT_IN_2,candidate_not_procurement_qualified
TAB5__C_PROTECT_OUT_1,GRM31C5C1H104JA01L,schematics/power/tab5_input_branch_candidate.json,TAB5__C_PROTECT_OUT_1,candidate_not_procurement_qualified
TAB5__C_PROTECT_OUT_2,GRM31C5C1H104JA01L,schematics/power/tab5_input_branch_candidate.json,TAB5__C_PROTECT_OUT_2,candidate_not_procurement_qualified
TAB5__R_SHDN_PD,TNPW060310K0BEEA,schematics/power/tab5_input_branch_candidate.json,TAB5__R_SHDN_PD,candidate_not_procurement_qualified
TAB5__R_SHDN_SER,TNPW06031K00BEEA,schematics/power/tab5_input_branch_candidate.json,TAB5__R_SHDN_SER,candidate_not_procurement_qualified
TAB5__C_DVDT,,schematics/power/tab5_input_branch_candidate.json,TAB5__C_DVDT,missing
INLET__J_PACK,XT30U-M,schematics/power/battery_inlet_candidate.json,INLET__J_PACK,candidate_not_procurement_qualified
INLET__F_MAIN,0297010.L,schematics/power/battery_inlet_candidate.json,INLET__F_MAIN,candidate_not_procurement_qualified
INLET__FH_MAIN,01530002H,schematics/power/battery_inlet_candidate.json,INLET__FH_MAIN,candidate_not_procurement_qualified
INLET__U_REVERSE,LM74700QDBVRQ1,schematics/power/battery_inlet_candidate.json,INLET__U_REVERSE,candidate_not_procurement_qualified
INLET__Q_REVERSE,CSD18540Q5BT,schematics/power/battery_inlet_candidate.json,INLET__Q_REVERSE,candidate_not_procurement_qualified
INLET__C_IN,GRM31C5C1H104JA01L,schematics/power/battery_inlet_candidate.json,INLET__C_IN,candidate_not_procurement_qualified
INLET__C_OUT_0,GRM31C5C1H104JA01L,schematics/power/battery_inlet_candidate.json,INLET__C_OUT_0,candidate_not_procurement_qualified
INLET__C_OUT_1,GRM31C5C1H104JA01L,schematics/power/battery_inlet_candidate.json,INLET__C_OUT_1,candidate_not_procurement_qualified
INLET__C_VCAP_0,GRM31C5C1H104JA01L,schematics/power/battery_inlet_candidate.json,INLET__C_VCAP_0,candidate_not_procurement_qualified
INLET__C_VCAP_1,GRM31C5C1H104JA01L,schematics/power/battery_inlet_candidate.json,INLET__C_VCAP_1,candidate_not_procurement_qualified
